city08,comb08,cylinders,displ,fuelType,highway08,make,model,trany,VClass,year
city MPG,combined MPG,engine cylinders,engine displacement in liters,fuel type,highway MPG,manufacturer,model name,transmission descriptor,EPA vehicle size class,model year
15,18,6,3,Premium,22,Acura,NSX,Automatic 4-spd,Two Seaters,2000
15,18,6,3.2,Premium,22,Acura,NSX,Manual 6-spd,Two Seaters,2000
17,19,6,3.2,Premium,23,BMW,M Coupe,Manual 5-spd,Two Seaters,2000
17,19,6,2.8,Premium,24,BMW,Z3 Coupe,Automatic 4-spd,Two Seaters,2000
17,19,6,2.8,Premium,24,BMW,Z3 Coupe,Manual 5-spd,Two Seaters,2000
17,19,6,2.5,Premium,24,BMW,Z3 Roadster,Automatic 4-spd,Two Seaters,2000
17,20,6,2.5,Premium,25,BMW,Z3 Roadster,Manual 5-spd,Two Seaters,2000
17,19,6,2.8,Premium,24,BMW,Z3 Roadster,Automatic 4-spd,Two Seaters,2000
17,19,6,2.8,Premium,24,BMW,Z3 Roadster,Manual 5-spd,Two Seaters,2000
12,15,8,4.9,Premium,19,BMW,Z8,Manual 6-spd,Two Seaters,2000
15,18,8,5.7,Premium,23,Chevrolet,Corvette,Automatic 4-spd,Two Seaters,2000
16,19,8,5.7,Premium,25,Chevrolet,Corvette,Manual 6-spd,Two Seaters,2000
11,14,10,8,Premium,19,Dodge,Viper Convertible,Manual 6-spd,Two Seaters,2000
11,14,10,8,Premium,19,Dodge,Viper Coupe,Manual 6-spd,Two Seaters,2000
10,11,8,3.6,Premium,15,Ferrari,360 Modena/Spider,Manual 6-spd,Two Seaters,2000
10,11,8,3.6,Premium,15,Ferrari,360 Modena/Spider,Automatic (S6),Two Seaters,2000
8,9,12,5.5,Premium,12,Ferrari,550 Maranello,Manual 6-spd,Two Seaters,2000
49,53,3,1,Regular,61,Honda,Insight,Manual 5-spd,Two Seaters,2000
18,20,4,2,Premium,23,Honda,S2000,Manual 6-spd,Two Seaters,2000
14,16,8,3.5,Premium,21,Lotus,Esprit V8,Manual 5-spd,Two Seaters,2000
20,22,4,1.8,Regular,25,Mazda,MX-5 Miata,Automatic 4-spd,Two Seaters,2000
22,24,4,1.8,Regular,27,Mazda,MX-5 Miata,Manual 5-spd,Two Seaters,2000
21,23,4,1.8,Regular,26,Mazda,MX-5 Miata,Manual 6-spd,Two Seaters,2000
14,17,8,5,Premium,21,Mercedes-Benz,SL500,Automatic 5-spd,Two Seaters,2000
12,14,12,6,Premium,18,Mercedes-Benz,SL600,Automatic 5-spd,Two Seaters,2000
20,22,4,2.3,Premium,27,Mercedes-Benz,SLK230 Kompressor,Automatic 5-spd,Two Seaters,2000
19,22,4,2.3,Premium,28,Mercedes-Benz,SLK230 Kompressor,Manual 5-spd,Two Seaters,2000
15,18,6,3.5,Premium,21,Plymouth,Prowler,Automatic 4-spd,Two Seaters,2000
16,18,6,2.7,Premium,23,Porsche,Boxster,Automatic 5-spd,Two Seaters,2000
17,20,6,2.7,Premium,25,Porsche,Boxster,Manual 5-spd,Two Seaters,2000
15,17,6,3.2,Premium,22,Porsche,Boxster S,Automatic 5-spd,Two Seaters,2000
16,18,6,3.2,Premium,23,Porsche,Boxster S,Manual 6-spd,Two Seaters,2000
22,24,4,1.8,Regular,27,Toyota,MR2,Manual 5-spd,Two Seaters,2000
10,12,12,5.9,Premium,17,Aston Martin,DB-7 Vantage Coupe,Automatic 5-spd,Minicompact Cars,2000
10,12,12,5.9,Premium,17,Aston Martin,DB-7 Vantage Coupe,Manual 6-spd,Minicompact Cars,2000
10,12,12,5.9,Premium,17,Aston Martin,DB-7 Vantage Volante,Automatic 5-spd,Minicompact Cars,2000
10,12,12,5.9,Premium,17,Aston Martin,DB-7 Vantage Volante,Manual 6-spd,Minicompact Cars,2000
19,23,4,1.8,Premium,29,Audi,TT Coupe,Manual 5-spd,Minicompact Cars,2000
18,21,4,1.8,Premium,26,Audi,TT Coupe quattro,Manual 5-spd,Minicompact Cars,2000
16,18,6,2.5,Premium,22,BMW,323i Convertible,Automatic 5-spd,Minicompact Cars,2000
17,19,6,2.5,Premium,23,BMW,323i Convertible,Manual 5-spd,Minicompact Cars,2000
17,19,6,3.2,Premium,23,BMW,M Roadster,Manual 5-spd,Minicompact Cars,2000
15,18,8,4,Premium,22,Jaguar,XK8 Convertible,Automatic 5-spd,Minicompact Cars,2000
14,17,8,4,Premium,20,Jaguar,XKR Convertible,Automatic 5-spd,Minicompact Cars,2000
17,20,6,3.2,Premium,25,Mercedes-Benz,CLK320 (Cabriolet),Automatic 5-spd,Minicompact Cars,2000
15,18,8,4.3,Premium,22,Mercedes-Benz,CLK430 (Cabriolet),Automatic 5-spd,Minicompact Cars,2000
15,18,6,3.4,Premium,23,Porsche,911 Carrera,Automatic 5-spd,Minicompact Cars,2000
15,17,6,3.4,Premium,22,Porsche,911 Carrera,Automatic 5-spd,Minicompact Cars,2000
15,18,6,3.4,Premium,23,Porsche,911 Carrera,Manual 6-spd,Minicompact Cars,2000
15,17,6,3.4,Premium,22,Porsche,911 Carrera,Manual 6-spd,Minicompact Cars,2000
17,21,8,4.6,Regular,28,Qvale,Detomaso Mangusta,Manual 5-spd,Minicompact Cars,2000
21,23,4,1.8,Regular,28,Acura,Integra,Automatic 4-spd,Subcompact Cars,2000
22,24,4,1.8,Regular,28,Acura,Integra,Manual 5-spd,Subcompact Cars,2000
22,24,4,1.8,Premium,28,Acura,Integra,Manual 5-spd,Subcompact Cars,2000
10,12,8,6.7,Premium,15,Bentley,Azure,Automatic 4-spd,Subcompact Cars,2000
10,12,8,6.7,Premium,15,Bentley,Continental SC,Automatic 4-spd,Subcompact Cars,2000
10,12,8,6.7,Premium,15,Bentley,Continental T,Automatic 4-spd,Subcompact Cars,2000
17,19,6,2.5,Premium,25,BMW,323ci,Automatic 5-spd,Subcompact Cars,2000
18,21,6,2.5,Premium,26,BMW,323ci,Manual 5-spd,Subcompact Cars,2000
16,19,6,2.8,Premium,25,BMW,328ci,Automatic 5-spd,Subcompact Cars,2000
18,21,6,2.8,Premium,26,BMW,328ci,Manual 5-spd,Subcompact Cars,2000
17,20,6,3.8,Regular,26,Chevrolet,Camaro,Automatic 4-spd,Subcompact Cars,2000
17,21,6,3.8,Regular,28,Chevrolet,Camaro,Manual 5-spd,Subcompact Cars,2000
15,18,8,5.7,Premium,23,Chevrolet,Camaro,Automatic 4-spd,Subcompact Cars,2000
16,19,8,5.7,Premium,25,Chevrolet,Camaro,Manual 6-spd,Subcompact Cars,2000
20,22,4,2.2,Regular,26,Chevrolet,Cavalier,Automatic 3-spd,Subcompact Cars,2000
20,23,4,2.2,Regular,29,Chevrolet,Cavalier,Automatic 4-spd,Subcompact Cars,2000
21,24,4,2.2,Regular,31,Chevrolet,Cavalier,Manual 5-spd,Subcompact Cars,2000
19,23,4,2.4,Regular,28,Chevrolet,Cavalier,Automatic 4-spd,Subcompact Cars,2000
20,24,4,2.4,Regular,30,Chevrolet,Cavalier,Manual 5-spd,Subcompact Cars,2000
32,36,3,1,Regular,41,Chevrolet,Metro,Manual 5-spd,Subcompact Cars,2000
26,28,4,1.3,Regular,31,Chevrolet,Metro,Automatic 3-spd,Subcompact Cars,2000
31,34,4,1.3,Regular,38,Chevrolet,Metro,Manual 5-spd,Subcompact Cars,2000
9,11,12,5.5,Premium,14,Ferrari,456 MGT/MGA,Automatic 4-spd,Subcompact Cars,2000
9,11,12,5.5,Premium,15,Ferrari,456 MGT/MGA,Manual 6-spd,Subcompact Cars,2000
22,25,4,2,Regular,30,Ford,Escort ZX2,Automatic 4-spd,Subcompact Cars,2000
22,25,4,2,Regular,30,Ford,Escort ZX2,Manual 5-spd,Subcompact Cars,2000
18,20,6,3.8,Regular,25,Ford,Mustang,Automatic 4-spd,Subcompact Cars,2000
17,21,6,3.8,Regular,26,Ford,Mustang,Manual 5-spd,Subcompact Cars,2000
16,18,8,4.6,Regular,22,Ford,Mustang,Automatic 4-spd,Subcompact Cars,2000
15,18,8,4.6,Regular,23,Ford,Mustang,Manual 5-spd,Subcompact Cars,2000
15,18,8,4.6,Premium,23,Ford,Mustang,Manual 5-spd,Subcompact Cars,2000
12,14,8,5.4,Premium,17,Ford,Mustang,Manual 6-spd,Subcompact Cars,2000
24,27,4,1.6,Regular,32,Honda,Civic,Automatic 4-spd,Subcompact Cars,2000
24,27,4,1.6,Regular,32,Honda,Civic,Automatic 4-spd,Subcompact Cars,2000
27,30,4,1.6,Regular,33,Honda,Civic,Manual 5-spd,Subcompact Cars,2000
25,28,4,1.6,Regular,32,Honda,Civic,Manual 5-spd,Subcompact Cars,2000
22,25,4,1.6,Premium,29,Honda,Civic,Manual 5-spd,Subcompact Cars,2000
29,31,4,1.6,Regular,35,Honda,Civic HX,Automatic (variable gear ratios),Subcompact Cars,2000
30,33,4,1.6,Regular,39,Honda,Civic HX,Manual 5-spd,Subcompact Cars,2000
19,21,4,2.2,Premium,24,Honda,Prelude,Automatic 4-spd,Subcompact Cars,2000
20,22,4,2.2,Premium,25,Honda,Prelude,Manual 5-spd,Subcompact Cars,2000
19,22,4,2,Regular,28,Hyundai,Tiburon,Automatic 4-spd,Subcompact Cars,2000
21,24,4,2,Regular,29,Hyundai,Tiburon,Manual 5-spd,Subcompact Cars,2000
16,18,8,4,Premium,23,Jaguar,XK8,Automatic 5-spd,Subcompact Cars,2000
15,17,8,4,Premium,21,Jaguar,XKR,Automatic 5-spd,Subcompact Cars,2000
17,19,6,3,Premium,22,Lexus,SC,Automatic 4-spd,Subcompact Cars,2000
16,19,8,4,Premium,23,Lexus,SC,Automatic 5-spd,Subcompact Cars,2000
18,21,6,3.2,Premium,26,Mercedes-Benz,CLK320,Automatic 5-spd,Subcompact Cars,2000
16,19,8,4.3,Premium,23,Mercedes-Benz,CLK430,Automatic 5-spd,Subcompact Cars,2000
18,21,4,2.4,Regular,25,Mitsubishi,Eclipse,Automatic 4-spd,Subcompact Cars,2000
18,21,4,2.4,Regular,25,Mitsubishi,Eclipse,Automatic 4-spd,Subcompact Cars,2000
20,23,4,2.4,Regular,28,Mitsubishi,Eclipse,Manual 5-spd,Subcompact Cars,2000
18,20,6,3,Premium,25,Mitsubishi,Eclipse,Automatic 4-spd,Subcompact Cars,2000
18,21,6,3,Premium,26,Mitsubishi,Eclipse,Manual 5-spd,Subcompact Cars,2000
25,28,4,1.5,Regular,32,Mitsubishi,Mirage,Automatic 4-spd,Subcompact Cars,2000
28,31,4,1.5,Regular,36,Mitsubishi,Mirage,Manual 5-spd,Subcompact Cars,2000
22,25,4,1.8,Regular,30,Mitsubishi,Mirage,Automatic 4-spd,Subcompact Cars,2000
24,27,4,1.8,Regular,33,Mitsubishi,Mirage,Manual 5-spd,Subcompact Cars,2000
17,20,6,3.8,Regular,26,Pontiac,Firebird/Trans Am,Automatic 4-spd,Subcompact Cars,2000
17,21,6,3.8,Regular,28,Pontiac,Firebird/Trans Am,Manual 5-spd,Subcompact Cars,2000
15,18,8,5.7,Premium,23,Pontiac,Firebird/Trans Am,Automatic 4-spd,Subcompact Cars,2000
16,19,8,5.7,Premium,25,Pontiac,Firebird/Trans Am,Manual 6-spd,Subcompact Cars,2000
20,22,4,2.2,Regular,26,Pontiac,Sunfire,Automatic 3-spd,Subcompact Cars,2000
20,23,4,2.2,Regular,29,Pontiac,Sunfire,Automatic 4-spd,Subcompact Cars,2000
21,24,4,2.2,Regular,31,Pontiac,Sunfire,Manual 5-spd,Subcompact Cars,2000
19,23,4,2.4,Regular,28,Pontiac,Sunfire,Automatic 4-spd,Subcompact Cars,2000
20,24,4,2.4,Regular,30,Pontiac,Sunfire,Manual 5-spd,Subcompact Cars,2000
10,12,8,6.7,Premium,15,Rolls-Royce,Corniche,Automatic 4-spd,Subcompact Cars,2000
17,20,4,2,Premium,24,Saab,9-3 Convertible,Automatic 4-spd,Subcompact Cars,2000
18,20,4,2,Regular,23,Saab,9-3 Convertible,Automatic 4-spd,Subcompact Cars,2000
19,22,4,2,Regular,27,Saab,9-3 Convertible,Manual 5-spd,Subcompact Cars,2000
19,22,4,2,Premium,27,Saab,9-3 Convertible,Manual 5-spd,Subcompact Cars,2000
18,21,4,2.3,Premium,27,Saab,9-3 Viggen Convertible,Manual 5-spd,Subcompact Cars,2000
23,27,4,1.9,Regular,33,Saturn,SC,Automatic 4-spd,Subcompact Cars,2000
22,26,4,1.9,Regular,32,Saturn,SC,Automatic 4-spd,Subcompact Cars,2000
25,29,4,1.9,Regular,36,Saturn,SC,Manual 5-spd,Subcompact Cars,2000
23,27,4,1.9,Regular,34,Saturn,SC,Manual 5-spd,Subcompact Cars,2000
20,22,4,2.5,Regular,26,Subaru,Impreza AWD,Automatic 4-spd,Subcompact Cars,2000
18,21,4,2.5,Regular,25,Subaru,Impreza AWD,Manual 5-spd,Subcompact Cars,2000
24,26,4,1.6,Regular,31,Suzuki,Esteem,Automatic 4-spd,Subcompact Cars,2000
26,29,4,1.6,Regular,33,Suzuki,Esteem,Manual 5-spd,Subcompact Cars,2000
23,26,4,1.8,Regular,30,Suzuki,Esteem,Automatic 4-spd,Subcompact Cars,2000
24,27,4,1.8,Regular,32,Suzuki,Esteem,Manual 5-spd,Subcompact Cars,2000
26,28,4,1.3,Regular,31,Suzuki,Swift,Automatic 3-spd,Subcompact Cars,2000
31,34,4,1.3,Regular,38,Suzuki,Swift,Manual 5-spd,Subcompact Cars,2000
20,23,4,2.2,Regular,28,Toyota,Camry Solara Convertible,Automatic 4-spd,Subcompact Cars,2000
17,19,6,3,Regular,24,Toyota,Camry Solara Convertible,Automatic 4-spd,Subcompact Cars,2000
23,26,4,1.8,Regular,31,Toyota,Celica,Automatic 4-spd,Subcompact Cars,2000
20,23,4,1.8,Premium,27,Toyota,Celica,Automatic 4-spd,Subcompact Cars,2000
24,27,4,1.8,Regular,31,Toyota,Celica,Manual 5-spd,Subcompact Cars,2000
20,23,4,1.8,Premium,29,Toyota,Celica,Manual 6-spd,Subcompact Cars,2000
19,22,4,2,Regular,26,Volkswagen,Cabrio,Automatic 4-spd,Subcompact Cars,2000
21,24,4,2,Regular,28,Volkswagen,Cabrio,Manual 5-spd,Subcompact Cars,2000
19,22,4,1.8,Premium,25,Volkswagen,New Beetle,Automatic 4-spd,Subcompact Cars,2000
22,24,4,1.8,Premium,28,Volkswagen,New Beetle,Manual 5-spd,Subcompact Cars,2000
29,33,4,1.9,Diesel,40,Volkswagen,New Beetle,Automatic 4-spd,Subcompact Cars,2000
35,38,4,1.9,Diesel,44,Volkswagen,New Beetle,Manual 5-spd,Subcompact Cars,2000
19,22,4,2,Regular,26,Volkswagen,New Beetle,Automatic 4-spd,Subcompact Cars,2000
21,24,4,2,Regular,28,Volkswagen,New Beetle,Manual 5-spd,Subcompact Cars,2000
17,19,5,2.3,Premium,23,Volvo,C70 Convertible,Automatic 4-spd,Subcompact Cars,2000
18,20,5,2.3,Premium,24,Volvo,C70 Convertible,Manual 5-spd,Subcompact Cars,2000
17,19,5,2.4,Premium,24,Volvo,C70 Convertible,Automatic 4-spd,Subcompact Cars,2000
18,21,4,1.8,Premium,28,Audi,A4,Automatic 5-spd,Compact Cars,2000
21,24,4,1.8,Premium,29,Audi,A4,Manual 5-spd,Compact Cars,2000
16,19,6,2.8,Premium,24,Audi,A4,Automatic 5-spd,Compact Cars,2000
18,21,6,2.8,Premium,26,Audi,A4,Manual 5-spd,Compact Cars,2000
17,20,4,1.8,Premium,26,Audi,A4 quattro,Automatic 5-spd,Compact Cars,2000
19,22,4,1.8,Premium,26,Audi,A4 quattro,Manual 5-spd,Compact Cars,2000
16,18,6,2.8,Premium,23,Audi,A4 quattro,Automatic 5-spd,Compact Cars,2000
16,19,6,2.8,Premium,23,Audi,A4 quattro,Manual 5-spd,Compact Cars,2000
15,18,6,2.7,Premium,22,Audi,S4,Automatic 5-spd,Compact Cars,2000
15,18,6,2.7,Premium,22,Audi,S4,Manual 6-spd,Compact Cars,2000
10,12,8,6.7,Premium,15,Bentley,Continental R,Automatic 4-spd,Compact Cars,2000
17,20,6,2.5,Premium,26,BMW,323i,Automatic 5-spd,Compact Cars,2000
17,19,6,2.5,Premium,25,BMW,323i,Automatic 5-spd,Compact Cars,2000
18,21,6,2.5,Premium,26,BMW,323i,Manual 5-spd,Compact Cars,2000
17,20,6,2.8,Premium,25,BMW,328i,Automatic 5-spd,Compact Cars,2000
16,19,6,2.8,Premium,25,BMW,328i,Automatic 5-spd,Compact Cars,2000
18,21,6,2.8,Premium,26,BMW,328i,Manual 5-spd,Compact Cars,2000
16,19,6,2.8,Premium,24,BMW,528i,Automatic 4-spd,Compact Cars,2000
16,19,6,2.8,Premium,24,BMW,528i,Automatic 5-spd,Compact Cars,2000
18,21,6,2.8,Premium,26,BMW,528i,Manual 5-spd,Compact Cars,2000
16,18,8,4.4,Premium,22,BMW,540i,Automatic 5-spd,Compact Cars,2000
14,16,8,4.4,Premium,19,BMW,540i,Automatic 5-spd,Compact Cars,2000
14,16,8,4.4,Premium,21,BMW,540i,Manual 6-spd,Compact Cars,2000
12,15,8,4.9,Premium,19,BMW,M5,Manual 6-spd,Compact Cars,2000
24,26,4,1.8,Regular,29,Chevrolet,Prizm,Automatic 3-spd,Compact Cars,2000
25,28,4,1.8,Regular,34,Chevrolet,Prizm,Automatic 4-spd,Compact Cars,2000
27,30,4,1.8,Regular,34,Chevrolet,Prizm,Manual 5-spd,Compact Cars,2000
17,20,6,2.5,Regular,25,Chrysler,Sebring,Automatic 4-spd,Compact Cars,2000
17,20,6,2.5,Regular,25,Chrysler,Sebring Convertible,Automatic 4-spd,Compact Cars,2000
16,19,6,2.5,Regular,24,Chrysler,Sebring Convertible,Automatic 4-spd,Compact Cars,2000
21,25,4,1.5,Regular,33,Daewoo,Lanos,Automatic 4-spd,Compact Cars,2000
23,26,4,1.5,Regular,32,Daewoo,Lanos,Manual 5-spd,Compact Cars,2000
20,24,4,1.6,Regular,31,Daewoo,Lanos,Automatic 4-spd,Compact Cars,2000
23,26,4,1.6,Regular,33,Daewoo,Lanos,Manual 5-spd,Compact Cars,2000
19,22,4,2,Regular,28,Daewoo,Nubira,Automatic 4-spd,Compact Cars,2000
20,23,4,2,Regular,28,Daewoo,Nubira,Manual 5-spd,Compact Cars,2000
17,20,6,2.5,Regular,25,Dodge,Avenger,Automatic 4-spd,Compact Cars,2000
22,24,4,2,Regular,28,Dodge,Neon,Automatic 3-spd,Compact Cars,2000
24,27,4,2,Regular,31,Dodge,Neon,Manual 5-spd,Compact Cars,2000
19,23,4,2,Regular,28,Ford,Contour,Automatic 4-spd,Compact Cars,2000
21,25,4,2,Regular,31,Ford,Contour,Manual 5-spd,Compact Cars,2000
18,21,6,2.5,Regular,26,Ford,Contour,Automatic 4-spd,Compact Cars,2000
18,21,6,2.5,Regular,27,Ford,Contour,Manual 5-spd,Compact Cars,2000
22,26,4,2,Regular,31,Ford,Escort,Automatic 4-spd,Compact Cars,2000
24,27,4,2,Regular,32,Ford,Escort,Manual 5-spd,Compact Cars,2000
23,26,4,2,Regular,30,Ford,Focus,Automatic 4-spd,Compact Cars,2000
22,24,4,2,Regular,28,Ford,Focus,Automatic 4-spd,Compact Cars,2000
24,27,4,2,Regular,32,Ford,Focus,Manual 5-spd,Compact Cars,2000
22,25,4,2,Regular,31,Ford,Focus,Manual 5-spd,Compact Cars,2000
23,26,4,1.5,Regular,31,Hyundai,Accent/Brio,Automatic 4-spd,Compact Cars,2000
24,28,4,1.5,Regular,33,Hyundai,Accent/Brio,Manual 5-spd,Compact Cars,2000
19,22,4,2,Regular,28,Hyundai,Elantra,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,30,Hyundai,Elantra,Manual 5-spd,Compact Cars,2000
20,23,4,2,Regular,28,Infiniti,G20,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,29,Infiniti,G20,Manual 5-spd,Compact Cars,2000
15,18,8,4,Premium,22,Jaguar,XJ8,Automatic 5-spd,Compact Cars,2000
14,16,8,4,Premium,20,Jaguar,XJR,Automatic 5-spd,Compact Cars,2000
20,23,4,1.8,Regular,29,Kia,Sephia/Spectra,Automatic 4-spd,Compact Cars,2000
20,22,4,1.8,Regular,26,Kia,Sephia/Spectra,Manual 5-spd,Compact Cars,2000
17,20,6,3,Regular,24,Lexus,ES 300,Automatic 4-spd,Compact Cars,2000
21,25,4,2,Regular,31,Mercury,Cougar,Manual 5-spd,Compact Cars,2000
18,21,6,2.5,Regular,26,Mercury,Cougar,Automatic 4-spd,Compact Cars,2000
18,21,6,2.5,Regular,26,Mercury,Cougar,Manual 5-spd,Compact Cars,2000
19,23,4,2,Regular,28,Mercury,Mystique,Automatic 4-spd,Compact Cars,2000
21,25,4,2,Regular,31,Mercury,Mystique,Manual 5-spd,Compact Cars,2000
18,21,6,2.5,Regular,26,Mercury,Mystique,Automatic 4-spd,Compact Cars,2000
18,21,6,2.5,Regular,26,Mercury,Mystique,Manual 5-spd,Compact Cars,2000
17,20,6,2.3,Premium,25,Mazda,Millenia,Automatic 4-spd,Compact Cars,2000
17,20,6,2.5,Premium,24,Mazda,Millenia,Automatic 4-spd,Compact Cars,2000
23,26,4,1.6,Regular,30,Mazda,Protege,Automatic 4-spd,Compact Cars,2000
25,27,4,1.6,Regular,31,Mazda,Protege,Manual 5-spd,Compact Cars,2000
21,23,4,1.8,Regular,27,Mazda,Protege,Automatic 4-spd,Compact Cars,2000
22,25,4,1.8,Regular,28,Mazda,Protege,Manual 5-spd,Compact Cars,2000
19,22,4,2.3,Premium,26,Mercedes-Benz,C230 Kompressor,Automatic 5-spd,Compact Cars,2000
19,21,6,2.8,Premium,25,Mercedes-Benz,C280,Automatic 5-spd,Compact Cars,2000
16,18,8,4.3,Premium,21,Mercedes-Benz,C43 AMG,Automatic 5-spd,Compact Cars,2000
15,17,8,5,Premium,21,Mercedes-Benz,CL500,Automatic 5-spd,Compact Cars,2000
18,21,4,2.4,Regular,26,Nissan,Altima,Automatic 4-spd,Compact Cars,2000
21,24,4,2.4,Regular,28,Nissan,Altima,Manual 5-spd,Compact Cars,2000
23,26,4,1.8,Regular,30,Nissan,Sentra,Automatic 4-spd,Compact Cars,2000
23,26,4,1.8,Regular,32,Nissan,Sentra,Manual 5-spd,Compact Cars,2000
21,23,4,2,Regular,27,Nissan,Sentra,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,28,Nissan,Sentra,Manual 5-spd,Compact Cars,2000
19,23,4,2.4,Regular,28,Oldsmobile,Alero,Automatic 4-spd,Compact Cars,2000
19,23,4,2.4,Regular,28,Oldsmobile,Alero,Manual 5-spd,Compact Cars,2000
17,21,6,3.4,Regular,29,Oldsmobile,Alero,Automatic 4-spd,Compact Cars,2000
22,24,4,2,Regular,28,Plymouth,Neon,Automatic 3-spd,Compact Cars,2000
24,27,4,2,Regular,31,Plymouth,Neon,Manual 5-spd,Compact Cars,2000
19,23,4,2.4,Regular,28,Pontiac,Grand Am,Automatic 4-spd,Compact Cars,2000
19,23,4,2.4,Regular,28,Pontiac,Grand Am,Manual 5-spd,Compact Cars,2000
17,21,6,3.4,Regular,29,Pontiac,Grand Am,Automatic 4-spd,Compact Cars,2000
23,27,4,1.9,Regular,34,Saturn,SL,Automatic 4-spd,Compact Cars,2000
22,26,4,1.9,Regular,32,Saturn,SL,Automatic 4-spd,Compact Cars,2000
25,29,4,1.9,Regular,36,Saturn,SL,Manual 5-spd,Compact Cars,2000
23,27,4,1.9,Regular,34,Saturn,SL,Manual 5-spd,Compact Cars,2000
19,21,4,2.5,Regular,25,Subaru,Legacy AWD,Automatic 4-spd,Compact Cars,2000
19,21,4,2.5,Regular,25,Subaru,Legacy AWD,Manual 5-spd,Compact Cars,2000
20,23,4,2.2,Regular,28,Toyota,Camry Solara,Automatic 4-spd,Compact Cars,2000
21,24,4,2.2,Regular,29,Toyota,Camry Solara,Manual 5-spd,Compact Cars,2000
17,20,6,3,Regular,25,Toyota,Camry Solara,Automatic 4-spd,Compact Cars,2000
18,21,6,3,Regular,26,Toyota,Camry Solara,Manual 5-spd,Compact Cars,2000
24,26,4,1.8,Regular,29,Toyota,Corolla,Automatic 3-spd,Compact Cars,2000
25,28,4,1.8,Regular,34,Toyota,Corolla,Automatic 4-spd,Compact Cars,2000
27,30,4,1.8,Regular,34,Toyota,Corolla,Manual 5-spd,Compact Cars,2000
26,30,4,1.5,Regular,34,Toyota,Echo,Automatic 4-spd,Compact Cars,2000
29,32,4,1.5,Regular,37,Toyota,Echo,Manual 5-spd,Compact Cars,2000
19,22,4,1.8,Premium,26,Volkswagen,Golf,Automatic 4-spd,Compact Cars,2000
21,24,4,1.8,Premium,28,Volkswagen,Golf,Manual 5-spd,Compact Cars,2000
29,33,4,1.9,Diesel,40,Volkswagen,Golf,Automatic 4-spd,Compact Cars,2000
35,38,4,1.9,Diesel,44,Volkswagen,Golf,Manual 5-spd,Compact Cars,2000
19,22,4,2,Regular,26,Volkswagen,Golf,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,28,Volkswagen,Golf,Manual 5-spd,Compact Cars,2000
19,22,4,1.8,Premium,26,Volkswagen,GTI,Automatic 4-spd,Compact Cars,2000
21,24,4,1.8,Premium,28,Volkswagen,GTI,Manual 5-spd,Compact Cars,2000
19,22,4,2,Regular,26,Volkswagen,GTI,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,28,Volkswagen,GTI,Manual 5-spd,Compact Cars,2000
18,21,6,2.8,Regular,26,Volkswagen,GTI,Manual 5-spd,Compact Cars,2000
19,22,4,1.8,Premium,26,Volkswagen,Jetta,Automatic 4-spd,Compact Cars,2000
21,24,4,1.8,Premium,28,Volkswagen,Jetta,Manual 5-spd,Compact Cars,2000
29,33,4,1.9,Diesel,40,Volkswagen,Jetta,Automatic 4-spd,Compact Cars,2000
35,38,4,1.9,Diesel,44,Volkswagen,Jetta,Manual 5-spd,Compact Cars,2000
19,22,4,2,Regular,26,Volkswagen,Jetta,Automatic 4-spd,Compact Cars,2000
21,24,4,2,Regular,28,Volkswagen,Jetta,Manual 5-spd,Compact Cars,2000
17,19,6,2.8,Regular,24,Volkswagen,Jetta,Automatic 4-spd,Compact Cars,2000
17,20,6,2.8,Regular,26,Volkswagen,Jetta,Manual 5-spd,Compact Cars,2000
17,20,5,2.3,Premium,25,Volvo,C70 Coupe,Automatic 4-spd,Compact Cars,2000
18,21,5,2.3,Premium,25,Volvo,C70 Coupe,Manual 5-spd,Compact Cars,2000
17,20,5,2.4,Premium,24,Volvo,C70 Coupe,Automatic 4-spd,Compact Cars,2000
19,21,4,1.9,Premium,26,Volvo,S40 FWD,Automatic 4-spd,Compact Cars,2000
17,20,6,3.2,Premium,27,Acura,3.2TL,Automatic 5-spd,Midsize Cars,2000
16,18,6,3.5,Premium,22,Acura,3.5RL,Automatic 4-spd,Midsize Cars,2000
16,18,6,2.8,Premium,24,Audi,A6,Automatic 5-spd,Midsize Cars,2000
15,18,6,2.7,Premium,22,Audi,A6 quattro,Automatic 5-spd,Midsize Cars,2000
15,18,6,2.7,Premium,22,Audi,A6 quattro,Manual 6-spd,Midsize Cars,2000
15,18,6,2.8,Premium,22,Audi,A6 quattro,Automatic 5-spd,Midsize Cars,2000
16,18,6,2.8,Premium,22,Audi,A6 quattro,Manual 5-spd,Midsize Cars,2000
15,18,8,4.2,Premium,22,Audi,A6 quattro,Automatic 5-spd,Midsize Cars,2000
15,18,8,4.2,Premium,22,Audi,A8 quattro,Automatic 5-spd,Midsize Cars,2000
11,12,8,4.4,Premium,15,Bentley,Arnage,Automatic 5-spd,Midsize Cars,2000
10,12,8,6.7,Premium,15,Bentley,Arnage,Automatic 4-spd,Midsize Cars,2000
