city08,comb08,cylinders,displ,fuelType,highway08,make,model,trany,VClass,year
city MPG,combined MPG,engine cylinders,engine displacement in liters,fuel type,highway MPG,manufacturer,model name,transmission descriptor,EPA vehicle size class,model year
41,40,4,2,Regular,39,Lincoln,MKZ Hybrid FWD,Automatic (variable gear ratios),Midsize Cars,2015
23,26,4,1.8,Premium,32,Mercedes-Benz,SLK250,Automatic 7-spd,Two Seaters,2015
22,26,4,1.8,Premium,32,Mercedes-Benz,SLK250,Manual 6-spd,Two Seaters,2015
12,14,12,6,Premium,18,Aston Martin,V12 Vantage S,Automatic (AM7),Two Seaters,2015
18,21,6,3,Premium,27,Jaguar,XF,Automatic (S8),Midsize Cars,2015
40,38,4,2,Regular Gas and Electricity,36,Ford,Fusion Energi Plug-in Hybrid,Automatic (variable gear ratios),Midsize Cars,2015
23,25,6,3,Premium and Electricity,29,Porsche,Panamera S E-Hybrid,Automatic (AM-S8),Large Cars,2015
18,20,8,4.7,Premium,24,Mercedes-Benz,SL550,Automatic 7-spd,Two Seaters,2015
14,17,12,6,Premium,21,Mercedes-Benz,SL65 AMG,Automatic 7-spd,Two Seaters,2015
21,24,6,3.5,Premium,28,Mercedes-Benz,SLK350,Automatic 7-spd,Two Seaters,2015
19,21,6,3.8,Premium,26,Porsche,911 Carrera 4S Cabriolet,Automatic (AM-S7),Minicompact Cars,2015
23,27,4,2,Premium,35,BMW,228i,Automatic (S8),Subcompact Cars,2015
18,20,6,3.7,Premium,25,Infiniti,Q60 Convertible,Automatic (S7),Subcompact Cars,2015
16,19,6,3.7,Premium,24,Infiniti,Q60 Convertible,Manual 6-spd,Subcompact Cars,2015
17,20,6,3.7,Premium,25,Infiniti,Q60,Manual 6-spd,Subcompact Cars,2015
19,22,6,3.7,Premium,27,Infiniti,Q60,Automatic (S7),Subcompact Cars,2015
18,20,6,3.7,Premium,25,Infiniti,Q60 AWD,Automatic (S7),Subcompact Cars,2015
19,22,6,3.5,Premium,27,Mercedes-Benz,C350 4matic Coupe,Automatic 7-spd,Subcompact Cars,2015
20,23,6,3.5,Premium,28,Mercedes-Benz,C350 Coupe,Automatic 7-spd,Subcompact Cars,2015
22,25,4,2,Premium,30,Volkswagen,Eos,Automatic (AM-S6),Subcompact Cars,2015
23,28,4,2,Premium,35,BMW,320i,Automatic (S8),Compact Cars,2015
21,25,4,2.4,Regular,31,Buick,Verano,Automatic (S6),Compact Cars,2015
27,30,4,1.6,Regular,36,Kia,Rio,Automatic (S6),Compact Cars,2015
27,30,4,1.6,Regular,36,Kia,Rio,Manual 6-spd,Compact Cars,2015
30,32,4,1.5,Regular,35,Toyota,Yaris,Automatic 4-spd,Compact Cars,2015
30,33,4,1.5,Regular,36,Toyota,Yaris,Manual 5-spd,Compact Cars,2015
17,20,6,3.6,Premium,25,Volkswagen,CC 4motion,Automatic (S6),Compact Cars,2015
22,25,4,2,Premium,31,Volkswagen,CC,Automatic (AM-S6),Compact Cars,2015
21,25,4,2,Premium,32,Volkswagen,CC,Manual 6-spd,Compact Cars,2015
24,28,4,1.8,Regular,34,Volkswagen,Passat,Manual 5-spd,Midsize Cars,2015
29,33,4,2,Diesel,40,Volkswagen,Passat,Automatic (AM-S6),Midsize Cars,2015
24,28,4,1.8,Regular,35,Volkswagen,Passat,Automatic (S6),Midsize Cars,2015
22,26,4,2,Regular,31,Hyundai,Sonata,Automatic (S6),Large Cars,2015
24,27,4,1.4,Premium,32,Fiat,500 L,Automatic (AM6),Small Station Wagons,2015
25,28,4,1.4,Premium,32,Fiat,500 L,Manual 6-spd,Small Station Wagons,2015
22,25,4,1.4,Premium,30,Fiat,500 L,Automatic 6-spd,Small Station Wagons,2015
19,21,4,2.4,Regular,25,Dodge,Journey FWD,Automatic 4-spd,Small Sport Utility Vehicle 2WD,2015
17,19,6,3.6,Gasoline or E85,25,Dodge,Journey FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2015
21,23,4,2,Premium,26,Volkswagen,Tiguan,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
20,23,4,2.4,Gasoline or E85,28,Chevrolet,Equinox AWD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015
16,19,6,3.6,Regular,24,Dodge,Journey AWD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015
20,22,4,2,Premium,26,Volkswagen,Tiguan 4motion,Automatic (S6),Small Sport Utility Vehicle 4WD,2015
13,15,8,4.7,Premium,18,Mercedes-Benz,GL550 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
18,19,6,3.5,Premium or E85,22,Mercedes-Benz,ML350 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
31,33,4,1.4,Premium Gas or Electricity,35,Cadillac,ELR,Automatic (variable gear ratios),Subcompact Cars,2015
17,21,8,6.2,Premium,28,Chevrolet,Corvette,Manual 7-spd,Two Seaters,2015
20,23,6,3,Premium,27,Mercedes-Benz,SL400,Automatic 7-spd,Two Seaters,2015
31,35,4,2,Diesel,41,Audi,A3,Automatic (AM-S6),Subcompact Cars,2015
22,26,4,2,Premium,33,BMW,228i,Manual 6-spd,Subcompact Cars,2015
23,27,4,2,Premium,34,BMW,228i xDrive,Automatic (S8),Subcompact Cars,2015
21,25,6,3,Premium,31,BMW,M235i,Automatic (S8),Subcompact Cars,2015
19,22,6,3,Premium,28,BMW,M235i,Manual 6-spd,Subcompact Cars,2015
20,23,6,3,Premium,30,BMW,M235i xDrive,Automatic (S8),Subcompact Cars,2015
24,27,4,1.8,Regular,32,Volkswagen,Beetle Convertible,Automatic (S6),Subcompact Cars,2015
23,25,4,2,Premium,29,Volkswagen,Beetle Convertible,Automatic (AM-S6),Subcompact Cars,2015
23,26,4,2,Premium,31,Volkswagen,Beetle Convertible,Manual 6-spd,Subcompact Cars,2015
24,28,4,2.4,Premium,35,Acura,TLX,Automatic (AM8),Compact Cars,2015
23,27,4,2,Premium,34,BMW,328i,Automatic (S8),Compact Cars,2015
22,26,4,2,Premium,33,BMW,328i,Manual 6-spd,Compact Cars,2015
22,26,4,2,Premium,32,BMW,328i xDrive,Automatic (S8),Compact Cars,2015
23,27,4,2,Premium,34,BMW,320i xDrive,Automatic (S8),Compact Cars,2015
22,26,4,2,Premium,33,BMW,428i Coupe,Manual 6-spd,Compact Cars,2015
22,26,4,2,Premium,32,BMW,428i xDrive Coupe,Automatic (S8),Compact Cars,2015
27,30,4,1.6,Regular,35,Hyundai,Veloster,Automatic (AM6),Compact Cars,2015
26,29,4,1.6,Regular,34,Hyundai,Veloster,Manual 6-spd,Compact Cars,2015
24,26,4,1.6,Regular,31,Hyundai,Veloster,Automatic (S6),Compact Cars,2015
24,27,4,1.6,Regular,33,Hyundai,Veloster,Manual 6-spd,Compact Cars,2015
19,21,6,3.5,Premium,26,Lexus,IS 350 AWD,Automatic (S6),Compact Cars,2015
20,23,6,2.5,Premium,27,Lexus,IS 250 AWD,Automatic (S6),Compact Cars,2015
19,22,6,3.5,Premium,28,Lexus,IS 350,Automatic (S8),Compact Cars,2015
21,24,6,2.5,Premium,30,Lexus,IS 250,Automatic (S6),Compact Cars,2015
21,24,6,3,Premium,28,Mercedes-Benz,C400 4matic,Automatic 7-spd,Compact Cars,2015
24,27,4,1.8,Regular,32,Volkswagen,Beetle,Manual 5-spd,Compact Cars,2015
25,27,4,1.8,Regular,32,Volkswagen,Beetle,Automatic (S6),Compact Cars,2015
24,26,4,2,Premium,30,Volkswagen,Beetle,Automatic (AM-S6),Compact Cars,2015
23,26,4,2,Premium,31,Volkswagen,Beetle,Manual 6-spd,Compact Cars,2015
25,29,4,1.8,Regular,36,Volkswagen,Golf,Manual 5-spd,Compact Cars,2015
24,27,4,2,Premium,32,Volkswagen,Jetta,Automatic (AM-S6),Compact Cars,2015
23,26,4,2,Premium,33,Volkswagen,Jetta,Manual 6-spd,Compact Cars,2015
31,35,4,2,Diesel,41,Volkswagen,Golf,Automatic (AM-S6),Compact Cars,2015
25,29,4,1.8,Regular,35,Volkswagen,Golf,Automatic (S6),Compact Cars,2015
30,35,4,2,Diesel,43,Volkswagen,Golf,Manual 6-spd,Compact Cars,2015
30,35,4,2,Diesel,44,Volkswagen,Jetta,Manual 6-spd,Compact Cars,2015
22,26,4,2,Premium,32,BMW,528i xDrive,Automatic (S8),Midsize Cars,2015
20,24,6,3,Premium,30,BMW,535i,Automatic (S8),Midsize Cars,2015
20,23,6,3,Premium,29,BMW,535i xDrive,Automatic (S8),Midsize Cars,2015
23,27,4,2.4,Gasoline or E85,36,Chrysler,200,Automatic 9-spd,Midsize Cars,2015
19,23,6,3.6,Gasoline or E85,31,Chrysler,200,Automatic 9-spd,Midsize Cars,2015
18,22,6,3.6,Gasoline or E85,28,Chrysler,200 AWD,Automatic 9-spd,Midsize Cars,2015
16,19,8,5.7,Midgrade,25,Dodge,Challenger,Automatic 8-spd,Midsize Cars,2015
15,18,8,5.7,Premium,23,Dodge,Challenger,Manual 6-spd,Midsize Cars,2015
30,34,4,2,Diesel,42,Volkswagen,Passat,Manual 6-spd,Midsize Cars,2015
22,26,4,2,Premium,32,BMW,328i xDrive Gran Turismo,Automatic (S8),Large Cars,2015
17,20,6,3.6,Regular,26,Cadillac,XTS AWD,Automatic (S6),Large Cars,2015
19,23,6,3.6,Regular,30,Chrysler,300,Automatic 8-spd,Large Cars,2015
16,19,8,5.7,Midgrade,25,Chrysler,300,Automatic 8-spd,Large Cars,2015
19,23,6,3.6,Regular,30,Dodge,Charger,Automatic 8-spd,Large Cars,2015
16,19,8,5.7,Midgrade,25,Dodge,Charger,Automatic 8-spd,Large Cars,2015
22,26,4,2,Premium,32,BMW,328i xDrive Sports Wagon,Automatic (S8),Small Station Wagons,2015
10,12,8,6,Gasoline or E85,15,Chevrolet,Express 2500 2WD Conversion Cargo,Automatic 6-spd,Vans - Cargo Type,2015
10,12,8,6,Regular,15,Chevrolet,Express 2500 2WD Conversion Cargo,Automatic 6-spd,Vans - Cargo Type,2015
10,12,8,6,Gasoline or E85,15,GMC,Savana 2500 2WD Conversion (cargo),Automatic 6-spd,Vans - Cargo Type,2015
10,12,8,6,Regular,15,GMC,Savana 2500 2WD Conversion (cargo),Automatic 6-spd,Vans - Cargo Type,2015
11,13,8,6,Gasoline or E85,16,Chevrolet,Express 2500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,12,8,6,Gasoline or E85,16,Chevrolet,Express 3500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,4.8,Regular,17,Chevrolet,Express 2500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,4.8,Regular,17,Chevrolet,Express 3500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,6,Regular,16,Chevrolet,Express 2500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,12,8,6,Regular,16,Chevrolet,Express 3500 2WD Passenger,Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,6,Gasoline or E85,16,GMC,Savana 2500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
11,12,8,6,Gasoline or E85,16,GMC,Savana 3500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,4.8,Regular,17,GMC,Savana 2500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,4.8,Regular,17,GMC,Savana 3500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,6,Regular,16,GMC,Savana 2500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
11,13,8,6,Regular,16,GMC,Savana 3500 2WD (Passenger),Automatic 6-spd,Vans - Passenger Type,2015
21,24,4,2.5,Regular,28,Mazda,5,Automatic (S5),Minivan - 2WD,2015
21,25,4,2.4,Regular,30,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2015
21,24,6,3.2,Regular,29,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2015
21,25,4,2.4,Gasoline or E85,30,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2015
17,19,6,3.7,Regular,24,Mazda,CX-9 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
17,18,6,3.6,Regular,21,Jeep,Wrangler 4WD,Automatic 5-spd,Small Sport Utility Vehicle 4WD,2015
17,18,6,3.6,Regular,21,Jeep,Wrangler 4WD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2015
16,18,6,3.6,Regular,20,Jeep,Wrangler Unlimited 4WD,Automatic 5-spd,Small Sport Utility Vehicle 4WD,2015
16,18,6,3.6,Regular,21,Jeep,Wrangler Unlimited 4WD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2015
21,23,4,2.4,Regular,28,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
20,23,6,3.2,Regular,27,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
21,23,4,2.4,Regular,27,Jeep,Cherokee 4WD Active Drive II,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
19,22,4,2.4,Regular,25,Jeep,Cherokee Trailhawk 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
19,22,6,3.2,Regular,26,Jeep,Cherokee Trailhawk 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
21,23,4,2.4,Gasoline or E85,28,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
16,19,6,3.7,Regular,22,Mazda,CX-9 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2015
17,20,6,3.6,Gasoline or E85,25,Jeep,Grand Cherokee 2WD,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,2015
14,17,8,5.7,Midgrade,22,Jeep,Grand Cherokee 2WD,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,2015
18,20,6,3.5,Premium,23,Mercedes-Benz,ML350,Automatic 7-spd,Standard Sport Utility Vehicle 2WD,2015
17,19,6,3.6,Gasoline or E85,24,Dodge,Durango AWD,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2015
17,19,6,3.6,Gasoline or E85,24,Jeep,Grand Cherokee 4WD,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2015
13,15,8,6.4,Premium,19,Jeep,Grand Cherokee SRT8 4WD,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2015
14,16,8,5.7,Midgrade,20,Jeep,Grand Cherokee 4WD,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2015
18,19,6,3.5,Premium,22,Mercedes-Benz,ML350 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
19,22,6,3,Diesel,26,Mercedes-Benz,GL350 Bluetec 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
23,26,4,2,Premium,31,Audi,S3,Automatic (AM-S6),Subcompact Cars,2015
20,24,6,3,Premium,30,BMW,435i Convertible,Automatic (S8),Subcompact Cars,2015
20,23,6,3,Premium,29,BMW,435i xDrive Convertible,Automatic (S8),Subcompact Cars,2015
27,30,4,1.6,Regular,35,Ford,Fiesta FWD,Manual 5-spd,Subcompact Cars,2015
20,23,4,2,Premium,28,Audi,Q3 quattro,Automatic (S6),Compact Cars,2015
20,23,4,2,Premium,28,Audi,Q3,Automatic (S6),Compact Cars,2015
21,25,6,3,Premium,31,BMW,335i,Automatic (S8),Compact Cars,2015
20,24,6,3,Premium,29,BMW,335i,Manual 6-spd,Compact Cars,2015
20,23,6,3,Premium,30,BMW,335i xDrive,Automatic (S8),Compact Cars,2015
20,23,6,3,Premium,28,BMW,335i xDrive,Manual 6-spd,Compact Cars,2015
23,27,4,2,Premium,34,BMW,428i Coupe,Automatic (S8),Compact Cars,2015
21,25,6,3,Premium,31,BMW,435i Coupe,Automatic (S8),Compact Cars,2015
20,24,6,3,Premium,29,BMW,435i Coupe,Manual 6-spd,Compact Cars,2015
20,23,6,3,Premium,30,BMW,435i xDrive Coupe,Automatic (S8),Compact Cars,2015
20,23,6,3,Premium,28,BMW,435i xDrive Coupe,Manual 6-spd,Compact Cars,2015
24,28,4,2,Regular,33,Mitsubishi,Lancer,Manual 5-spd,Compact Cars,2015
26,29,4,2,Regular,33,Mitsubishi,Lancer,Automatic (AV-S6),Compact Cars,2015
22,25,4,2.4,Regular,30,Mitsubishi,Lancer,Manual 5-spd,Compact Cars,2015
23,26,4,2.4,Regular,30,Mitsubishi,Lancer,Automatic (AV-S6),Compact Cars,2015
22,25,4,2.4,Regular,28,Mitsubishi,Lancer AWD,Automatic (AV-S6),Compact Cars,2015
31,35,4,2,Diesel,43,Volkswagen,Jetta,Automatic (AM-S6),Compact Cars,2015
17,20,8,4.4,Premium,25,BMW,550i,Automatic (S8),Midsize Cars,2015
16,19,8,4.4,Premium,24,BMW,550i xDrive,Automatic (S8),Midsize Cars,2015
20,24,4,2,Regular,30,Cadillac,CTS Sedan,Automatic (S6),Midsize Cars,2015
19,23,6,3.6,Regular,30,Dodge,Challenger,Automatic 8-spd,Midsize Cars,2015
15,18,8,6.4,Premium,25,Dodge,Challenger SRT8,Automatic 8-spd,Midsize Cars,2015
14,17,8,6.4,Premium,23,Dodge,Challenger,Manual 6-spd,Midsize Cars,2015
14,17,8,6.4,Premium,23,Dodge,Challenger SRT8,Manual 6-spd,Midsize Cars,2015
15,18,8,6.4,Premium,25,Dodge,Challenger,Automatic 8-spd,Midsize Cars,2015
35,37,4,2.4,Regular,38,Kia,Optima Hybrid,Automatic (AM6),Midsize Cars,2015
35,36,4,2.4,Regular,38,Kia,Optima Hybrid EX,Automatic (AM6),Midsize Cars,2015
20,23,6,3,Premium,30,BMW,335i xDrive Gran Turismo,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,550i xDrive Gran Turismo,Automatic (S8),Large Cars,2015
17,20,8,4.4,Premium,25,BMW,750i,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,750i xDrive,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,750Li xDrive,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,Alpina B7 SWB xDrive,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,Alpina B7 LWB xDrive,Automatic (S8),Large Cars,2015
14,17,8,6.2,Premium,21,Chevrolet,SS,Automatic (S6),Large Cars,2015
15,18,8,6.4,Premium,25,Dodge,Charger SRT8,Automatic 8-spd,Large Cars,2015
16,18,6,4,Regular,21,Toyota,Tacoma 2WD,Manual 6-spd,Small Pickup Trucks 2WD,2015
21,22,4,2.7,Regular,25,Toyota,Tacoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2015
17,19,6,4,Regular,21,Toyota,Tacoma 2WD,Automatic 5-spd,Small Pickup Trucks 2WD,2015
19,21,4,2.7,Regular,24,Toyota,Tacoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2015
15,17,6,4,Regular,19,Toyota,Tacoma 4WD,Manual 6-spd,Small Pickup Trucks 4WD,2015
18,19,4,2.7,Regular,20,Toyota,Tacoma 4WD,Manual 5-spd,Small Pickup Trucks 4WD,2015
16,18,6,4,Regular,21,Toyota,Tacoma 4WD,Automatic 5-spd,Small Pickup Trucks 4WD,2015
18,19,4,2.7,Regular,21,Toyota,Tacoma 4WD,Automatic 4-spd,Small Pickup Trucks 4WD,2015
17,20,6,3.6,Regular,25,Chrysler,Town and Country,Automatic 6-spd,Minivan - 2WD,2015
17,20,6,3.6,Regular,25,Dodge,Grand Caravan,Automatic 6-spd,Minivan - 2WD,2015
19,22,6,3.5,Regular,27,Honda,Odyssey,Automatic 6-spd,Minivan - 2WD,2015
18,21,6,3.6,Regular,26,Ram,C/V Tradesman,Automatic 6-spd,Minivan - 2WD,2015
18,21,6,3.6,Gasoline or E85,26,Ram,C/V Tradesman,Automatic 6-spd,Minivan - 2WD,2015
22,24,4,2,Regular,26,Jeep,Compass FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2015
21,23,4,2.4,Regular,27,Jeep,Compass FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2015
23,25,4,2,Regular,30,Jeep,Compass FWD,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015
22,24,4,2,Regular,26,Jeep,Patriot FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2015
21,23,4,2.4,Regular,27,Jeep,Patriot FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2015
23,25,4,2,Regular,30,Jeep,Patriot FWD,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015
18,20,6,3.7,Regular,25,Lincoln,MKX FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
20,21,4,2.4,Regular,23,Jeep,Compass 4WD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2015
21,23,4,2.4,Regular,27,Jeep,Compass 4WD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015
22,24,4,2.4,Regular,27,Jeep,Compass 4WD,Manual 5-spd,Small Sport Utility Vehicle 4WD,2015
20,21,4,2.4,Regular,23,Jeep,Patriot 4WD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2015
21,23,4,2.4,Regular,27,Jeep,Patriot 4WD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2015
22,24,4,2.4,Regular,27,Jeep,Patriot 4WD,Manual 5-spd,Small Sport Utility Vehicle 4WD,2015
19,21,6,3.2,Regular,26,Jeep,Cherokee 4WD Active Drive II,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2015
17,19,6,3.7,Regular,23,Lincoln,MKX AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2015
15,16,6,3,Premium,19,Land Rover,LR4,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
18,20,6,3,Premium,22,Mercedes-Benz,ML400 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
17,19,6,3,Premium,21,Mercedes-Benz,GL450 4matic,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,2015
17,19,6,3.6,Premium,23,Volkswagen,Touareg,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
21,25,4,2,Premium,32,BMW,428i xDrive Convertible,Automatic (S8),Subcompact Cars,2015
21,25,6,3.5,Premium,34,Acura,TLX,Automatic (S9),Compact Cars,2015
23,27,4,2,Premium,35,BMW,320i,Manual 6-spd,Compact Cars,2015
27,30,4,1.4,Premium,36,Dodge,Dart,Automatic (AM6),Midsize Cars,2015
24,27,4,2,Gasoline or E85,33,Dodge,Dart,Automatic 6-spd,Midsize Cars,2015
23,27,4,2.4,Regular,34,Dodge,Dart,Automatic 6-spd,Midsize Cars,2015
25,29,4,2,Regular,35,Dodge,Dart,Manual 6-spd,Midsize Cars,2015
22,27,4,2.4,Regular,34,Dodge,Dart,Manual 6-spd,Midsize Cars,2015
28,32,4,1.4,Premium,38,Dodge,Dart Aero,Automatic (AM6),Midsize Cars,2015
28,32,4,1.4,Premium,39,Dodge,Dart Aero,Manual 6-spd,Midsize Cars,2015
22,25,4,2.4,Regular,31,Dodge,Dart GT,Automatic 6-spd,Midsize Cars,2015
23,26,4,2.4,Regular,33,Dodge,Dart GT,Manual 6-spd,Midsize Cars,2015
29,32,4,1.8,Regular,37,Toyota,Corolla,Automatic (variable gear ratios),Midsize Cars,2015
27,30,4,1.8,Regular,35,Toyota,Corolla,Automatic 4-spd,Midsize Cars,2015
28,31,4,1.8,Regular,36,Toyota,Corolla,Manual 6-spd,Midsize Cars,2015
30,34,4,1.8,Regular,40,Toyota,Corolla LE Eco,Automatic (variable gear ratios),Midsize Cars,2015
30,33,4,1.8,Regular,38,Toyota,Corolla LE Eco,Automatic (variable gear ratios),Midsize Cars,2015
28,31,4,1.8,Regular,36,Toyota,Corolla,Automatic (AV-S7),Midsize Cars,2015
16,19,8,4.4,Premium,24,BMW,550i Gran Turismo,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,750Li,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,Alpina B7 SWB,Automatic (S8),Large Cars,2015
16,19,8,4.4,Premium,24,BMW,Alpina B7 LWB,Automatic (S8),Large Cars,2015
17,20,6,3.6,Gasoline or E85,25,Chrysler,Town and Country,Automatic 6-spd,Minivan - 2WD,2015
17,20,6,3.6,Gasoline or E85,25,Dodge,Grand Caravan,Automatic 6-spd,Minivan - 2WD,2015
23,25,4,2.4,Regular,28,Jeep,Patriot FWD,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015
23,25,4,2.4,Regular,28,Jeep,Compass FWD,Manual 5-spd,Small Sport Utility Vehicle 2WD,2015
20,23,4,2.7,Regular,26,Toyota,Venza,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
19,21,6,3.5,Regular,26,Toyota,Venza,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
20,22,4,2.7,Regular,25,Toyota,Highlander 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
19,21,6,3.5,Regular,25,Toyota,Highlander 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2015
20,22,4,2.7,Regular,26,Toyota,Venza 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2015
18,21,6,3.5,Regular,25,Toyota,Venza 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2015
19,22,6,3,Premium,27,BMW,X5 sDrive35i,Automatic (S8),Standard Sport Utility Vehicle 2WD,2015
19,22,6,3,Premium,27,BMW,X6 sDrive35i,Automatic (S8),Standard Sport Utility Vehicle 2WD,2015
18,21,6,3,Premium,26,BMW,X5 xDrive35i,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
15,17,8,4.4,Premium,22,BMW,X5 xDrive50i,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
18,21,6,3,Premium,26,BMW,X6 xDrive35i,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
15,17,8,4.4,Premium,22,BMW,X6 xDrive50i,Automatic (S8),Standard Sport Utility Vehicle 4WD,2015
18,20,6,3.5,Regular,24,Toyota,Highlander AWD,Automatic (S6),Standard Sport Utility Vehicle 4WD,2015
27,28,6,3.5,Regular,28,Toyota,Highlander Hybrid AWD,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2015
28,28,6,3.5,Regular,28,Toyota,Highlander Hybrid AWD LE Plus,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2015
24,28,4,1.8,Premium,34,Alfa Romeo,4C,Automatic (AM6),Two Seaters,2015
13,14,8,4.5,Premium,17,Ferrari,458 Italia,Automatic (AM7),Two Seaters,2015
13,15,8,4.5,Premium,17,Ferrari,458 Italia,Automatic (AM7),Two Seaters,2015
13,14,8,4.5,Premium,17,Ferrari,458 Spider,Automatic (AM7),Two Seaters,2015
13,15,8,4.5,Premium,17,Ferrari,458 Spider,Automatic (AM7),Two Seaters,2015
13,14,8,4.5,Premium,17,Ferrari,458 Speciale,Automatic (AM7),Two Seaters,2015
13,15,8,4.5,Premium,17,Ferrari,458 Speciale,Automatic (AM7),Two Seaters,2015
13,14,8,4.5,Premium,17,Ferrari,458 Speciale Spider,Automatic (AM7),Two Seaters,2015
13,15,8,4.5,Premium,17,Ferrari,458 Speciale Spider,Automatic (AM7),Two Seaters,2015
12,13,12,6.3,Premium,16,Ferrari,F12,Automatic (AM7),Two Seaters,2015
36,37,4,1.3,Regular,37,Scion,iQ,Automatic (variable gear ratios),Minicompact Cars,2015
31,36,4,2,Diesel,43,BMW,328d,Automatic (S8),Compact Cars,2015
31,34,4,2,Diesel,41,BMW,328d xDrive,Automatic (S8),Compact Cars,2015
